t [s],Vol [m3],P [bar],T[ K],Q loss [W],,,,,,,,,
0.04768,0.00090743,4.118525,798.305,252.05,,,,,,,,,
0.04769,0.0009078,4.115925,798.14,251.79,,,,,,,,,
0.0477,0.00090817,4.113425,797.9825,251.53,,,,,,,,,
0.04771,0.00090854,4.110975,797.8375,251.28,,,,,,,,,
0.04772,0.00090891,4.1086,797.7,251.02,,,,,,,,,
0.04773,0.00090928,4.106225,797.57,250.76,,,,,,,,,
0.04774,0.00090965,4.10385,797.44,250.51,,,,,,,,,
0.04775,0.00091002,4.101525,797.3125,250.25,,,,,,,,,
0.04776,0.00091039,4.09915,797.1775,250,,,,,,,,,
0.04777,0.00091076,4.09675,797.04,249.74,,,,,,,,,
0.04778,0.00091113,4.0943,796.8925,249.49,,,,,,,,,
0.04779,0.0009115,4.091825,796.7325,249.24,,,,,,,,,
0.0478,0.00091186,4.0893,796.5675,248.98,,,,,,,,,
0.04781,0.00091223,4.086725,796.39,248.73,,,,,,,,,
0.04782,0.0009126,4.084125,796.2025,248.48,,,,,,,,,
0.04783,0.00091297,4.08145,796.0125,248.22,,,,,,,,,
0.04784,0.00091333,4.078775,795.815,247.97,,,,,,,,,
0.04785,0.0009137,4.076125,795.615,247.72,,,,,,,,,
0.04786,0.00091406,4.073475,795.42,247.47,,,,,,,,,
0.04787,0.00091443,4.0709,795.23,247.22,,,,,,,,,
0.04788,0.0009148,4.06835,795.055,246.97,,,,,,,,,
0.04789,0.00091516,4.06585,794.885,246.72,,,,,,,,,
0.0479,0.00091553,4.0635,794.735,246.47,,,,,,,,,
0.04791,0.00091589,4.061225,794.6075,246.22,,,,,,,,,
0.04792,0.00091625,4.059,794.495,245.97,,,,,,,,,
0.04793,0.00091662,4.057,794.4025,245.72,,,,,,,,,
0.04794,0.00091698,4.05505,794.3325,245.48,,,,,,,,,
0.04795,0.00091734,4.053175,794.2825,245.23,,,,,,,,,
0.04796,0.0009177,4.051425,794.25,244.98,,,,,,,,,
0.04797,0.00091807,4.04975,794.23,244.73,,,,,,,,,
0.04798,0.00091843,4.04815,794.22,244.49,,,,,,,,,
0.04799,0.00091879,4.04655,794.22,244.24,,,,,,,,,
0.048,0.00091915,4.04495,794.215,244,,,,,,,,,
0.04801,0.00091951,4.043375,794.2125,243.75,,,,,,,,,
0.04802,0.00091987,4.04175,794.195,243.51,,,,,,,,,
0.04803,0.00092023,4.04005,794.175,243.26,,,,,,,,,
0.04804,0.00092059,4.0383,794.1375,243.02,,,,,,,,,
0.04805,0.00092095,4.03645,794.085,242.77,,,,,,,,,
0.04806,0.00092131,4.03455,794.01,242.53,,,,,,,,,
0.04807,0.00092167,4.032525,793.9225,242.29,,,,,,,,,
0.04808,0.00092203,4.030425,793.8175,242.04,,,,,,,,,
0.04809,0.00092239,4.02825,793.695,241.8,,,,,,,,,
0.0481,0.00092274,4.026025,793.56,241.56,,,,,,,,,
0.04811,0.0009231,4.023725,793.425,241.32,,,,,,,,,
0.04812,0.00092346,4.02145,793.2825,241.08,,,,,,,,,
0.04813,0.00092381,4.0192,793.14,240.84,,,,,,,,,
0.04814,0.00092417,4.01695,793.005,240.6,,,,,,,,,
0.04815,0.00092453,4.01475,792.8825,240.36,,,,,,,,,
0.04816,0.00092488,4.012675,792.775,240.12,,,,,,,,,
0.04817,0.00092524,4.0107,792.69,239.88,,,,,,,,,
0.04818,0.00092559,4.00885,792.6275,239.64,,,,,,,,,
0.04819,0.00092595,4.007125,792.5875,239.4,,,,,,,,,
0.0482,0.0009263,4.0055,792.58,239.16,,,,,,,,,
0.04821,0.00092665,4.004025,792.5875,238.92,,,,,,,,,
0.04822,0.00092701,4.002725,792.625,238.69,,,,,,,,,
0.04823,0.00092736,4.001425,792.675,238.45,,,,,,,,,
0.04824,0.00092771,4.00025,792.7425,238.21,,,,,,,,,
0.04825,0.00092807,3.999125,792.825,237.98,,,,,,,,,
0.04826,0.00092842,3.998025,792.905,237.74,,,,,,,,,
0.04827,0.00092877,3.996925,792.985,237.51,,,,,,,,,
0.04828,0.00092912,3.995775,793.055,237.27,,,,,,,,,
0.04829,0.00092947,3.994525,793.1075,237.04,,,,,,,,,
0.0483,0.00092982,3.993125,793.14,236.8,,,,,,,,,
0.04831,0.00093017,3.99165,793.1475,236.57,,,,,,,,,
0.04832,0.00093052,3.990025,793.1225,236.34,,,,,,,,,
0.04833,0.00093087,3.988225,793.0675,236.1,,,,,,,,,
0.04834,0.00093122,3.9863,792.975,235.87,,,,,,,,,
0.04835,0.00093157,3.984175,792.8525,235.64,,,,,,,,,
0.04836,0.00093192,3.981875,792.6975,235.41,,,,,,,,,
0.04837,0.00093227,3.97945,792.51,235.17,,,,,,,,,
0.04838,0.00093261,3.976875,792.305,234.94,,,,,,,,,
0.04839,0.00093296,3.974275,792.0775,234.71,,,,,,,,,
0.0484,0.00093331,3.971575,791.84,234.48,,,,,,,,,
0.04841,0.00093365,3.96885,791.595,234.25,,,,,,,,,
0.04842,0.000934,3.966175,791.3525,234.02,,,,,,,,,
0.04843,0.00093435,3.96355,791.1225,233.79,,,,,,,,,
0.04844,0.00093469,3.960975,790.905,233.56,,,,,,,,,
0.04845,0.00093504,3.958525,790.7075,233.33,,,,,,,,,
0.04846,0.00093538,3.9562,790.535,233.11,,,,,,,,,
0.04847,0.00093573,3.954,790.395,232.88,,,,,,,,,
0.04848,0.00093607,3.95205,790.285,232.65,,,,,,,,,
0.04849,0.00093642,3.9502,790.2075,232.42,,,,,,,,,
0.0485,0.00093676,3.9485,790.1625,232.19,,,,,,,,,
0.04851,0.0009371,3.947,790.1475,231.97,,,,,,,,,
0.04852,0.00093744,3.9456,790.155,231.74,,,,,,,,,
0.04853,0.00093779,3.944375,790.1875,231.52,,,,,,,,,
0.04854,0.00093813,3.943175,790.235,231.29,,,,,,,,,
0.04855,0.00093847,3.94205,790.2975,231.07,,,,,,,,,
0.04856,0.00093881,3.94095,790.36,230.84,,,,,,,,,
0.04857,0.00093915,3.9398,790.42,230.62,,,,,,,,,
0.04858,0.00093949,3.938675,790.4725,230.39,,,,,,,,,
0.04859,0.00093983,3.937475,790.515,230.17,,,,,,,,,
0.0486,0.00094017,3.93615,790.5325,229.94,,,,,,,,,
0.04861,0.00094051,3.934725,790.5275,229.72,,,,,,,,,
0.04862,0.00094085,3.93315,790.505,229.5,,,,,,,,,
0.04863,0.00094119,3.9315,790.45,229.28,,,,,,,,,
0.04864,0.00094153,3.9297,790.3675,229.05,,,,,,,,,
0.04865,0.00094187,3.927725,790.26,228.83,,,,,,,,,
0.04866,0.0009422,3.925675,790.125,228.61,,,,,,,,,
0.04867,0.00094254,3.9235,789.97,228.39,,,,,,,,,
0.04868,0.00094288,3.92125,789.7975,228.17,,,,,,,,,
0.04869,0.00094321,3.918925,789.605,227.95,,,,,,,,,
0.0487,0.00094355,3.916525,789.405,227.73,,,,,,,,,
0.04871,0.00094389,3.914125,789.2,227.51,,,,,,,,,
0.04872,0.00094422,3.9117,788.985,227.29,,,,,,,,,
0.04873,0.00094456,3.909275,788.78,227.07,,,,,,,,,
0.04874,0.00094489,3.9069,788.5725,226.86,,,,,,,,,
0.04875,0.00094523,3.90455,788.375,226.64,,,,,,,,,
0.04876,0.00094556,3.90225,788.185,226.42,,,,,,,,,
0.04877,0.00094589,3.9,788.01,226.2,,,,,,,,,
0.04878,0.00094623,3.897775,787.84,225.99,,,,,,,,,
0.04879,0.00094656,3.895675,787.6825,225.77,,,,,,,,,
0.0488,0.00094689,3.893525,787.535,225.55,,,,,,,,,
0.04881,0.00094722,3.891475,787.39,225.34,,,,,,,,,
0.04882,0.00094755,3.88945,787.255,225.12,,,,,,,,,
0.04883,0.00094788,3.887425,787.125,224.91,,,,,,,,,
0.04884,0.00094822,3.88545,787,224.69,,,,,,,,,
0.04885,0.00094855,3.883425,786.87,224.48,,,,,,,,,
0.04886,0.00094888,3.88145,786.74,224.26,,,,,,,,,
0.04887,0.00094921,3.87945,786.6125,224.05,,,,,,,,,
0.04888,0.00094953,3.877425,786.4775,223.84,,,,,,,,,
0.04889,0.00094986,3.875375,786.34,223.62,,,,,,,,,
0.0489,0.00095019,3.87335,786.205,223.41,,,,,,,,,
0.04891,0.00095052,3.871275,786.06,223.2,,,,,,,,,
0.04892,0.00095085,3.8692,785.9175,222.99,,,,,,,,,
0.04893,0.00095117,3.867175,785.7725,222.77,,,,,,,,,
0.04894,0.0009515,3.8651,785.6325,222.56,,,,,,,,,
0.04895,0.00095183,3.8631,785.49,222.35,,,,,,,,,
0.04896,0.00095215,3.8611,785.355,222.14,,,,,,,,,
0.04897,0.00095248,3.8591,785.22,221.93,,,,,,,,,
0.04898,0.0009528,3.85715,785.095,221.72,,,,,,,,,
0.04899,0.00095313,3.85525,784.975,221.51,,,,,,,,,
0.049,0.00095345,3.8534,784.86,221.3,,,,,,,,,
0.04901,0.00095378,3.851525,784.75,221.09,,,,,,,,,
0.04902,0.0009541,3.8497,784.64,220.88,,,,,,,,,
0.04903,0.00095442,3.84785,784.5325,220.68,,,,,,,,,
0.04904,0.00095475,3.846025,784.42,220.47,,,,,,,,,
0.04905,0.00095507,3.84415,784.305,220.26,,,,,,,,,
0.04906,0.00095539,3.842275,784.18,220.05,,,,,,,,,
0.04907,0.00095571,3.84035,784.0475,219.85,,,,,,,,,
0.04908,0.00095603,3.838325,783.8975,219.64,,,,,,,,,
0.04909,0.00095636,3.836225,783.7375,219.43,,,,,,,,,
0.0491,0.00095668,3.83405,783.5525,219.23,,,,,,,,,
0.04911,0.000957,3.831775,783.3475,219.02,,,,,,,,,
0.04912,0.00095732,3.829425,783.125,218.82,,,,,,,,,
0.04913,0.00095763,3.826925,782.8825,218.61,,,,,,,,,
0.04914,0.00095795,3.824375,782.6175,218.41,,,,,,,,,
0.04915,0.00095827,3.8217,782.3375,218.2,,,,,,,,,
0.04916,0.00095859,3.818975,782.0425,218,,,,,,,,,
0.04917,0.00095891,3.816225,781.735,217.8,,,,,,,,,
0.04918,0.00095922,3.813425,781.4225,217.59,,,,,,,,,
0.04919,0.00095954,3.810625,781.1025,217.39,,,,,,,,,
0.0492,0.00095986,3.80785,780.79,217.19,,,,,,,,,
0.04921,0.00096017,3.805075,780.4825,216.99,,,,,,,,,
0.04922,0.00096049,3.802375,780.1875,216.78,,,,,,,,,
0.04923,0.0009608,3.79975,779.9025,216.58,,,,,,,,,
0.04924,0.00096112,3.797225,779.6425,216.38,,,,,,,,,
0.04925,0.00096143,3.7948,779.4,216.18,,,,,,,,,
0.04926,0.00096175,3.792525,779.1825,215.98,,,,,,,,,
0.04927,0.00096206,3.790375,778.9925,215.78,,,,,,,,,
0.04928,0.00096237,3.788375,778.83,215.58,,,,,,,,,
0.04929,0.00096269,3.78645,778.69,215.38,,,,,,,,,
0.0493,0.000963,3.784675,778.57,215.18,,,,,,,,,
0.04931,0.00096331,3.783,778.47,214.98,,,,,,,,,
0.04932,0.00096362,3.781375,778.3875,214.79,,,,,,,,,
0.04933,0.00096393,3.779825,778.3225,214.59,,,,,,,,,
0.04934,0.00096424,3.778375,778.2625,214.39,,,,,,,,,
0.04935,0.00096455,3.776925,778.21,214.19,,,,,,,,,
0.04936,0.00096486,3.77545,778.1575,214,,,,,,,,,
0.04937,0.00096517,3.774,778.1025,213.8,,,,,,,,,
0.04938,0.00096548,3.772475,778.0375,213.6,,,,,,,,,
0.04939,0.00096579,3.770925,777.965,213.41,,,,,,,,,
0.0494,0.0009661,3.769325,777.8825,213.21,,,,,,,,,
0.04941,0.00096641,3.76765,777.7875,213.02,,,,,,,,,
0.04942,0.00096671,3.765925,777.675,212.82,,,,,,,,,
0.04943,0.00096702,3.76415,777.5525,212.63,,,,,,,,,
0.04944,0.00096733,3.7623,777.415,212.43,,,,,,,,,
0.04945,0.00096763,3.76035,777.2675,212.24,,,,,,,,,
0.04946,0.00096794,3.7584,777.11,212.04,,,,,,,,,
0.04947,0.00096824,3.7564,776.95,211.85,,,,,,,,,
0.04948,0.00096855,3.7544,776.78,211.66,,,,,,,,,
0.04949,0.00096885,3.752375,776.605,211.47,,,,,,,,,
0.0495,0.00096916,3.750375,776.43,211.27,,,,,,,,,
0.04951,0.00096946,3.74835,776.2625,211.08,,,,,,,,,
0.04952,0.00096976,3.74635,776.095,210.89,,,,,,,,,
0.04953,0.00097007,3.7444,775.93,210.7,,,,,,,,,
0.04954,0.00097037,3.74245,775.77,210.51,,,,,,,,,
0.04955,0.00097067,3.740525,775.6125,210.32,,,,,,,,,
0.04956,0.00097097,3.7386,775.4625,210.13,,,,,,,,,
0.04957,0.00097127,3.736725,775.315,209.94,,,,,,,,,
0.04958,0.00097157,3.734825,775.1625,209.75,,,,,,,,,
0.04959,0.00097187,3.732925,775.0125,209.56,,,,,,,,,
0.0496,0.00097217,3.73105,774.8575,209.37,,,,,,,,,
0.04961,0.00097247,3.729125,774.7025,209.18,,,,,,,,,
0.04962,0.00097277,3.727175,774.5325,208.99,,,,,,,,,
0.04963,0.00097307,3.725175,774.3625,208.8,,,,,,,,,
0.04964,0.00097337,3.72315,774.18,208.62,,,,,,,,,
0.04965,0.00097367,3.721025,773.9925,208.43,,,,,,,,,
0.04966,0.00097396,3.71895,773.7925,208.24,,,,,,,,,
0.04967,0.00097426,3.716825,773.5875,208.06,,,,,,,,,
0.04968,0.00097456,3.71465,773.3775,207.87,,,,,,,,,
0.04969,0.00097485,3.71245,773.16,207.68,,,,,,,,,
0.0497,0.00097515,3.71025,772.9425,207.5,,,,,,,,,
0.04971,0.00097544,3.7081,772.73,207.31,,,,,,,,,
0.04972,0.00097574,3.705975,772.5225,207.13,,,,,,,,,
0.04973,0.00097603,3.7039,772.325,206.94,,,,,,,,,
0.04974,0.00097633,3.7019,772.1375,206.76,,,,,,,,,
0.04975,0.00097662,3.699925,771.9675,206.58,,,,,,,,,
0.04976,0.00097691,3.6981,771.815,206.39,,,,,,,,,
0.04977,0.00097721,3.696325,771.6775,206.21,,,,,,,,,
0.04978,0.0009775,3.6947,771.5625,206.03,,,,,,,,,
0.04979,0.00097779,3.693125,771.4725,205.84,,,,,,,,,
0.0498,0.00097808,3.6917,771.3925,205.66,,,,,,,,,
0.04981,0.00097837,3.690325,771.335,205.48,,,,,,,,,
0.04982,0.00097867,3.689,771.29,205.3,,,,,,,,,
0.04983,0.00097896,3.6878,771.255,205.11,,,,,,,,,
0.04984,0.00097925,3.6866,771.2275,204.93,,,,,,,,,
0.04985,0.00097953,3.685375,771.2025,204.75,,,,,,,,,
0.04986,0.00097982,3.6842,771.1725,204.57,,,,,,,,,
0.04987,0.00098011,3.68295,771.135,204.39,,,,,,,,,
0.04988,0.0009804,3.681675,771.09,204.21,,,,,,,,,
0.04989,0.00098069,3.680275,771.025,204.03,,,,,,,,,
0.0499,0.00098098,3.67885,770.94,203.85,,,,,,,,,
0.04991,0.00098126,3.677275,770.8375,203.68,,,,,,,,,
0.04992,0.00098155,3.6756,770.705,203.5,,,,,,,,,
0.04993,0.00098184,3.6738,770.5525,203.32,,,,,,,,,
0.04994,0.00098212,3.6719,770.375,203.14,,,,,,,,,
0.04995,0.00098241,3.669925,770.1775,202.96,,,,,,,,,
0.04996,0.00098269,3.667825,769.9625,202.79,,,,,,,,,
0.04997,0.00098298,3.66565,769.73,202.61,,,,,,,,,
0.04998,0.00098326,3.66345,769.485,202.43,,,,,,,,,
0.04999,0.00098354,3.661225,769.2375,202.26,,,,,,,,,
0.05,0.00098383,3.659,768.99,202.08,,,,,,,,,
0.05001,0.00098411,3.656775,768.745,201.91,,,,,,,,,
0.05002,0.00098439,3.654625,768.515,201.73,,,,,,,,,
0.05003,0.00098468,3.652575,768.2975,201.56,,,,,,,,,
0.05004,0.00098496,3.6506,768.1,201.38,,,,,,,,,
0.05005,0.00098524,3.648725,767.925,201.21,,,,,,,,,
0.05006,0.00098552,3.646975,767.775,201.03,,,,,,,,,
0.05007,0.0009858,3.645325,767.65,200.86,,,,,,,,,
0.05008,0.00098608,3.6438,767.5475,200.69,,,,,,,,,
0.05009,0.00098636,3.64245,767.475,200.51,,,,,,,,,
0.0501,0.00098664,3.64115,767.42,200.34,,,,,,,,,
0.05011,0.00098692,3.639925,767.385,200.17,,,,,,,,,
0.05012,0.0009872,3.6388,767.3625,200,,,,,,,,,
0.05013,0.00098747,3.637725,767.35,199.82,,,,,,,,,
0.05014,0.00098775,3.63665,767.3425,199.65,,,,,,,,,
0.05015,0.00098803,3.635575,767.33,199.48,,,,,,,,,
0.05016,0.00098831,3.63445,767.31,199.31,,,,,,,,,
0.05017,0.00098858,3.6333,767.2775,199.14,,,,,,,,,
0.05018,0.00098886,3.63205,767.235,198.97,,,,,,,,,
0.05019,0.00098913,3.630675,767.1625,198.8,,,,,,,,,
0.0502,0.00098941,3.62925,767.0725,198.63,,,,,,,,,
0.05021,0.00098968,3.62765,766.955,198.46,,,,,,,,,
0.05022,0.00098996,3.62595,766.8125,198.29,,,,,,,,,
0.05023,0.00099023,3.62415,766.645,198.12,,,,,,,,,
0.05024,0.00099051,3.6222,766.45,197.96,,,,,,,,,
0.05025,0.00099078,3.6202,766.235,197.79,,,,,,,,,
0.05026,0.00099105,3.6181,766.005,197.62,,,,,,,,,
0.05027,0.00099132,3.6159,765.755,197.45,,,,,,,,,
0.05028,0.0009916,3.613675,765.49,197.29,,,,,,,,,
0.05029,0.00099187,3.611425,765.225,197.12,,,,,,,,,
0.0503,0.00099214,3.609175,764.96,196.95,,,,,,,,,
0.05031,0.00099241,3.60695,764.6925,196.79,,,,,,,,,
0.05032,0.00099268,3.604775,764.4375,196.62,,,,,,,,,
0.05033,0.00099295,3.602625,764.195,196.46,,,,,,,,,
0.05034,0.00099322,3.600575,763.96,196.29,,,,,,,,,
0.05035,0.00099349,3.5986,763.75,196.13,,,,,,,,,
0.05036,0.00099376,3.5967,763.5525,195.96,,,,,,,,,
0.05037,0.00099403,3.594925,763.3775,195.8,,,,,,,,,
0.05038,0.00099429,3.593225,763.2175,195.63,,,,,,,,,
0.05039,0.00099456,3.591625,763.08,195.47,,,,,,,,,
0.0504,0.00099483,3.590075,762.9525,195.31,,,,,,,,,
0.05041,0.0009951,3.588625,762.845,195.14,,,,,,,,,
0.05042,0.00099536,3.587225,762.7525,194.98,,,,,,,,,
0.05043,0.00099563,3.585875,762.665,194.82,,,,,,,,,
0.05044,0.00099589,3.58455,762.5875,194.66,,,,,,,,,
0.05045,0.00099616,3.58325,762.5125,194.49,,,,,,,,,
0.05046,0.00099642,3.581975,762.445,194.33,,,,,,,,,
0.05047,0.00099669,3.5807,762.37,194.17,,,,,,,,,
0.05048,0.00099695,3.5794,762.3,194.01,,,,,,,,,
0.05049,0.00099721,3.5781,762.2225,193.85,,,,,,,,,
0.0505,0.00099748,3.576775,762.145,193.69,,,,,,,,,
0.05051,0.00099774,3.575425,762.06,193.53,,,,,,,,,
0.05052,0.000998,3.574075,761.9725,193.37,,,,,,,,,
0.05053,0.00099826,3.5727,761.875,193.21,,,,,,,,,
0.05054,0.00099852,3.571275,761.775,193.05,,,,,,,,,
0.05055,0.00099878,3.56985,761.6725,192.89,,,,,,,,,
0.05056,0.00099905,3.568475,761.5625,192.73,,,,,,,,,
0.05057,0.0009993,3.567,761.4525,192.58,,,,,,,,,
0.05058,0.00099956,3.56555,761.3425,192.42,,,,,,,,,
0.05059,0.00099982,3.5641,761.2225,192.26,,,,,,,,,
0.0506,0.0010001,3.562625,761.1025,192.1,,,,,,,,,
0.05061,0.0010003,3.56115,760.9775,191.95,,,,,,,,,
0.05062,0.0010006,3.559625,760.85,191.79,,,,,,,,,
0.05063,0.0010009,3.558125,760.715,191.63,,,,,,,,,
0.05064,0.0010011,3.556575,760.58,191.48,,,,,,,,,
0.05065,0.0010014,3.55505,760.435,191.32,,,,,,,,,
0.05066,0.0010016,3.5534,760.285,191.17,,,,,,,,,
0.05067,0.0010019,3.551775,760.1275,191.01,,,,,,,,,
0.05068,0.0010021,3.5501,759.955,190.86,,,,,,,,,
0.05069,0.0010024,3.548375,759.7775,190.7,,,,,,,,,
0.0507,0.0010026,3.54665,759.5925,190.55,,,,,,,,,
0.05071,0.0010029,3.544825,759.3975,190.39,,,,,,,,,
0.05072,0.0010032,3.542975,759.1975,190.24,,,,,,,,,
0.05073,0.0010034,3.541125,758.9875,190.09,,,,,,,,,
0.05074,0.0010037,3.53925,758.7775,189.93,,,,,,,,,
0.05075,0.0010039,3.537375,758.565,189.78,,,,,,,,,
0.05076,0.0010042,3.53545,758.3525,189.63,,,,,,,,,
0.05077,0.0010044,3.533575,758.1375,189.48,,,,,,,,,
0.05078,0.0010047,3.53175,757.9375,189.32,,,,,,,,,
0.05079,0.0010049,3.529925,757.74,189.17,,,,,,,,,
0.0508,0.0010052,3.52815,757.56,189.02,,,,,,,,,
0.05081,0.0010054,3.526475,757.3875,188.87,,,,,,,,,
0.05082,0.0010057,3.524875,757.23,188.72,,,,,,,,,
0.05083,0.0010059,3.5233,757.0875,188.57,,,,,,,,,
0.05084,0.0010062,3.52185,756.96,188.42,,,,,,,,,
0.05085,0.0010064,3.520425,756.8525,188.27,,,,,,,,,
0.05086,0.0010067,3.5191,756.7525,188.12,,,,,,,,,
0.05087,0.0010069,3.5178,756.6675,187.97,,,,,,,,,
0.05088,0.0010072,3.516575,756.59,187.82,,,,,,,,,
0.05089,0.0010074,3.515375,756.515,187.67,,,,,,,,,
0.0509,0.0010076,3.514125,756.44,187.52,,,,,,,,,
0.05091,0.0010079,3.5129,756.3625,187.38,,,,,,,,,
0.05092,0.0010081,3.511625,756.275,187.23,,,,,,,,,
0.05093,0.0010084,3.510275,756.17,187.08,,,,,,,,,
0.05094,0.0010086,3.50885,756.045,186.93,,,,,,,,,
0.05095,0.0010089,3.507325,755.9,186.79,,,,,,,,,
0.05096,0.0010091,3.5057,755.7325,186.64,,,,,,,,,
0.05097,0.0010094,3.503925,755.535,186.5,,,,,,,,,
0.05098,0.0010096,3.502,755.305,186.35,,,,,,,,,
0.05099,0.0010098,3.499975,755.05,186.2,,,,,,,,,
0.051,0.0010101,3.4978,754.7625,186.06,,,,,,,,,
0.05101,0.0010103,3.4955,754.45,185.91,,,,,,,,,
0.05102,0.0010106,3.4931,754.115,185.77,,,,,,,,,
0.05103,0.0010108,3.490575,753.7575,185.62,,,,,,,,,
0.05104,0.0010111,3.488025,753.385,185.48,,,,,,,,,
0.05105,0.0010113,3.4854,753.005,185.34,,,,,,,,,
0.05106,0.0010115,3.482775,752.6175,185.19,,,,,,,,,
0.05107,0.0010118,3.480175,752.235,185.05,,,,,,,,,
0.05108,0.001012,3.4776,751.855,184.91,,,,,,,,,
0.05109,0.0010122,3.4751,751.4925,184.76,,,,,,,,,
0.0511,0.0010125,3.4727,751.15,184.62,,,,,,,,,
0.05111,0.0010127,3.470375,750.83,184.48,,,,,,,,,
0.05112,0.001013,3.4682,750.53,184.34,,,,,,,,,
0.05113,0.0010132,3.46615,750.265,184.19,,,,,,,,,
0.05114,0.0010134,3.46425,750.025,184.05,,,,,,,,,
0.05115,0.0010137,3.462525,749.815,183.91,,,,,,,,,
0.05116,0.0010139,3.460875,749.6275,183.77,,,,,,,,,
0.05117,0.0010141,3.459325,749.47,183.63,,,,,,,,,
0.05118,0.0010144,3.4579,749.335,183.49,,,,,,,,,
0.05119,0.0010146,3.456575,749.2125,183.35,,,,,,,,,
0.0512,0.0010148,3.4553,749.105,183.21,,,,,,,,,
0.05121,0.0010151,3.454075,749.0075,183.07,,,,,,,,,
0.05122,0.0010153,3.452825,748.91,182.93,,,,,,,,,
0.05123,0.0010155,3.451575,748.81,182.79,,,,,,,,,
0.05124,0.0010158,3.4503,748.6975,182.65,,,,,,,,,
0.05125,0.001016,3.44895,748.5725,182.51,,,,,,,,,
0.05126,0.0010162,3.447525,748.435,182.38,,,,,,,,,
0.05127,0.0010165,3.446,748.275,182.24,,,,,,,,,
0.05128,0.0010167,3.4444,748.0975,182.1,,,,,,,,,
0.05129,0.0010169,3.442675,747.895,181.96,,,,,,,,,
0.0513,0.0010171,3.440875,747.67,181.83,,,,,,,,,
0.05131,0.0010174,3.438975,747.425,181.69,,,,,,,,,
0.05132,0.0010176,3.436975,747.1625,181.55,,,,,,,,,
0.05133,0.0010178,3.434925,746.8825,181.42,,,,,,,,,
0.05134,0.0010181,3.4328,746.59,181.28,,,,,,,,,
0.05135,0.0010183,3.43065,746.29,181.15,,,,,,,,,
0.05136,0.0010185,3.4285,745.985,181.01,,,,,,,,,
0.05137,0.0010187,3.4263,745.6775,180.88,,,,,,,,,
0.05138,0.001019,3.424125,745.3775,180.74,,,,,,,,,
0.05139,0.0010192,3.422025,745.08,180.61,,,,,,,,,
0.0514,0.0010194,3.41995,744.7925,180.47,,,,,,,,,
0.05141,0.0010196,3.4179,744.5175,180.34,,,,,,,,,
0.05142,0.0010199,3.415925,744.255,180.21,,,,,,,,,
0.05143,0.0010201,3.41405,744.005,180.07,,,,,,,,,
0.05144,0.0010203,3.412225,743.7675,179.94,,,,,,,,,
0.05145,0.0010205,3.410425,743.5475,179.81,,,,,,,,,
0.05146,0.0010208,3.408725,743.335,179.68,,,,,,,,,
0.05147,0.001021,3.40705,743.1375,179.54,,,,,,,,,
0.05148,0.0010212,3.40545,742.945,179.41,,,,,,,,,
0.05149,0.0010214,3.403825,742.7525,179.28,,,,,,,,,
0.0515,0.0010216,3.4022,742.5675,179.15,,,,,,,,,
0.05151,0.0010219,3.4006,742.38,179.02,,,,,,,,,
0.05152,0.0010221,3.39895,742.19,178.89,,,,,,,,,
0.05153,0.0010223,3.397275,741.9875,178.76,,,,,,,,,
0.05154,0.0010225,3.3956,741.78,178.63,,,,,,,,,
0.05155,0.0010227,3.393825,741.5625,178.5,,,,,,,,,
0.05156,0.001023,3.392,741.33,178.37,,,,,,,,,
0.05157,0.0010232,3.39015,741.09,178.24,,,,,,,,,
0.05158,0.0010234,3.38825,740.8375,178.11,,,,,,,,,
0.05159,0.0010236,3.386325,740.5675,177.98,,,,,,,,,
0.0516,0.0010238,3.3843,740.2925,177.85,,,,,,,,,
0.05161,0.001024,3.382225,740.0025,177.72,,,,,,,,,
0.05162,0.0010243,3.380125,739.7075,177.6,,,,,,,,,
0.05163,0.0010245,3.37805,739.4025,177.47,,,,,,,,,
0.05164,0.0010247,3.375875,739.0925,177.34,,,,,,,,,
0.05165,0.0010249,3.37375,738.78,177.21,,,,,,,,,
0.05166,0.0010251,3.3716,738.465,177.09,,,,,,,,,
0.05167,0.0010253,3.369425,738.15,176.96,,,,,,,,,
0.05168,0.0010255,3.367275,737.8325,176.83,,,,,,,,,
0.05169,0.0010257,3.365125,737.515,176.71,,,,,,,,,
0.0517,0.001026,3.363,737.2025,176.58,,,,,,,,,
0.05171,0.0010262,3.360875,736.8925,176.46,,,,,,,,,
0.05172,0.0010264,3.358775,736.5825,176.33,,,,,,,,,
0.05173,0.0010266,3.35665,736.2725,176.21,,,,,,,,,
0.05174,0.0010268,3.354575,735.965,176.08,,,,,,,,,
0.05175,0.001027,3.3525,735.6575,175.96,,,,,,,,,
0.05176,0.0010272,3.350425,735.355,175.83,,,,,,,,,
0.05177,0.0010274,3.34835,735.045,175.71,,,,,,,,,
0.05178,0.0010276,3.3463,734.7475,175.59,,,,,,,,,
0.05179,0.0010279,3.344225,734.445,175.46,,,,,,,,,
0.0518,0.0010281,3.34225,734.1475,175.34,,,,,,,,,
0.05181,0.0010283,3.3402,733.855,175.22,,,,,,,,,
0.05182,0.0010285,3.338225,733.565,175.09,,,,,,,,,
0.05183,0.0010287,3.33625,733.285,174.97,,,,,,,,,
0.05184,0.0010289,3.334375,733.015,174.85,,,,,,,,,
0.05185,0.0010291,3.3325,732.7525,174.73,,,,,,,,,
